date,close,high,low,open,quoteVolume,volume,weightedAverage
2015-09-17 05:00:00,0.00071,0.00071,0.00071,0.00071,0.3,0.000213,0.00071
2015-09-17 05:05:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:10:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:15:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:20:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:25:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:30:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:35:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:40:00,0.00071,0.00071,0.00071,0.00071,0.0,0.0,0.00071
2015-09-17 05:45:00,0.0019999,0.0019999,0.0019999,0.0019999,2.55720447,0.00511415,0.0019999
2015-09-17 05:50:00,0.0019999,0.0019999,0.0019999,0.0019999,0.0,0.0,0.0019999
2015-09-17 05:55:00,0.0019999,0.0019999,0.0019999,0.0019999,0.0,0.0,0.0019999
2015-09-17 06:00:00,0.00124999,0.00124999,0.00124999,0.00124999,10.99895,0.01374857,0.00124999
2015-09-17 06:05:00,0.0013,0.0013,0.00126,0.0013,25.79895,0.03352647,0.00129952
2015-09-17 06:10:00,0.00135,0.00135,0.00135,0.00135,0.999895,0.00134985,0.00135
2015-09-17 06:15:00,0.0018,0.0018,0.00145,0.00149999,74.99684999,0.13014526,0.00173534
2015-09-17 06:20:00,0.00128511,0.00128512,0.00122002,0.00122002,30.68573648,0.0384715,0.00125372
2015-09-17 06:25:00,0.001301,0.001301,0.00122,0.00128511,295.40252785,0.38064775,0.00128857
2015-09-17 06:30:00,0.00135,0.00135,0.00135,0.00135,0.1821,0.00024583,0.00135
2015-09-17 06:35:00,0.00135,0.00135,0.00135,0.00135,0.0,0.0,0.00135
2015-09-17 06:40:00,0.00135,0.00135,0.00135,0.00135,0.0,0.0,0.00135
2015-09-17 06:45:00,0.0018,0.0018,0.0013499,0.0016,415.50822091,0.73372981,0.00176586
2015-09-17 06:50:00,0.0033,0.0034,0.00189999,0.00189999,123.17214368,0.35558796,0.00288691
2015-09-17 06:55:00,0.003,0.01,0.003,0.01,629.53836172,1.91338361,0.00303934
2015-09-17 07:00:00,0.004,0.004,0.003,0.003,514.0,1.6079,0.00312821
2015-09-17 07:05:00,0.00499999,0.00499999,0.00499999,0.00499999,272.84056168,1.36420007,0.00499999
2015-09-17 07:10:00,0.00499999,0.00499999,0.00499999,0.00499999,0.0,0.0,0.00499999
2015-09-17 07:15:00,0.00260005,0.00260005,0.00260005,0.00260005,118.97870241,0.30935057,0.00260005
2015-09-17 07:20:00,0.00260005,0.00260005,0.00260005,0.00260005,0.0,0.0,0.00260005
2015-09-17 07:25:00,0.00473999,0.00473999,0.00473999,0.00473999,0.95960063,0.00454849,0.00473999
2015-09-17 07:30:00,0.004739,0.004739,0.004739,0.004739,60.0,0.28434,0.004739
2015-09-17 07:35:00,0.00284002,0.0042,0.00280001,0.00284002,192.26641692,0.54623295,0.00284102
2015-09-17 07:40:00,0.0031002,0.00318008,0.00200003,0.00220004,199.38572125,0.51087665,0.00256225
2015-09-17 07:45:00,0.00220005,0.00220006,0.00220005,0.00220005,70.58639535,0.15529368,0.00220005
2015-09-17 07:50:00,0.00220004,0.00220005,0.00220004,0.00220004,50.59316412,0.1113071,0.00220004
2015-09-17 07:55:00,0.00220006,0.00220006,0.00220004,0.00220004,653.48827544,1.43770119,0.00220004
2015-09-17 08:00:00,0.00220007,0.00229998,0.00220007,0.00229997,37.08797252,0.0827299,0.00223063
2015-09-17 08:05:00,0.00220007,0.00220007,0.00220007,0.00220007,0.0,0.0,0.00220007
2015-09-17 08:10:00,0.0028,0.0028,0.0028,0.0028,120.00828214,0.33602318,0.0028
2015-09-17 08:15:00,0.0025,0.0025,0.0025,0.0025,1.0,0.0025,0.0025
2015-09-17 08:20:00,0.00235,0.0024,0.00235,0.00235001,108.82044462,0.2562497,0.00235479
2015-09-17 08:25:00,0.00220018,0.00220019,0.00220018,0.00220018,330.16467868,0.72642174,0.00220018
2015-09-17 08:30:00,0.00220018,0.00220018,0.00220018,0.00220018,182.71511924,0.40200615,0.00220018
2015-09-17 08:35:00,0.00220004,0.00239997,0.00220004,0.00239997,372.12340426,0.82068418,0.0022054
2015-09-17 08:40:00,0.0019,0.00220004,0.0019,0.00220004,18.9984271,0.04109151,0.00216289
2015-09-17 08:45:00,0.0019,0.0019,0.0019,0.0019,0.0,0.0,0.0019
2015-09-17 08:50:00,0.00229984,0.00229984,0.00229984,0.00229984,1.0,0.00229984,0.00229984
2015-09-17 08:55:00,0.00158604,0.00191,0.0015,0.0019,756.97702002,1.43714519,0.00189853
2015-09-17 09:00:00,0.001001,0.0016,0.001001,0.0016,3262.78144995,3.74696035,0.00114839
2015-09-17 09:05:00,0.001001,0.001001,0.001001,0.001001,0.0,0.0,0.001001
2015-09-17 09:10:00,0.001001,0.001001,0.001001,0.001001,0.0,0.0,0.001001
2015-09-17 09:15:00,0.00166999,0.00166999,0.00166999,0.00166999,0.7458574,0.00124557,0.00166999
2015-09-17 09:20:00,0.00167,0.00167,0.0011,0.0011,577.84446075,0.71664932,0.00124021
2015-09-17 09:25:00,0.00167,0.00167,0.00167,0.00167,0.0,0.0,0.00167
2015-09-17 09:30:00,0.001497,0.001497,0.001497,0.001497,10.0,0.01497,0.001497
2015-09-17 09:35:00,0.00110001,0.00112,0.00110001,0.00112,1010.00174455,1.11932505,0.00110824
2015-09-17 09:40:00,0.00110001,0.00110001,0.00110001,0.00110001,50.3112218,0.05534284,0.00110001
2015-09-17 09:45:00,0.001101,0.001101,0.001101,0.001101,100.0,0.1101,0.001101
2015-09-17 09:50:00,0.00111,0.00111,0.00111,0.00111,141.18184068,0.15671184,0.00111
2015-09-17 09:55:00,0.00121003,0.00121003,0.00121003,0.00121003,91.72582498,0.110991,0.00121003
2015-09-17 10:00:00,0.001496,0.001496,0.001495,0.001496,74.1489646,0.11092296,0.00149594
2015-09-17 10:05:00,0.0016,0.0016,0.001496,0.0016,277.54878125,0.43759216,0.00157663
2015-09-17 10:10:00,0.00135006,0.00135006,0.00135006,0.00135006,5.14989929,0.00695267,0.00135006
2015-09-17 10:15:00,0.00135006,0.00135006,0.00135006,0.00135006,0.0,0.0,0.00135006
2015-09-17 10:20:00,0.001588,0.001588,0.001588,0.001588,65.1395995,0.10344168,0.001588
2015-09-17 10:25:00,0.00140007,0.00140007,0.00140007,0.00140007,275.79789999,0.38613636,0.00140007
2015-09-17 10:30:00,0.00140006,0.00140006,0.00140006,0.00140006,82.1362907,0.11499573,0.00140006
2015-09-17 10:35:00,0.00166898,0.001789,0.00140008,0.00141,918.15666029,1.54174268,0.00167917
2015-09-17 10:40:00,0.001988,0.001988,0.00179999,0.00197866,1153.41685418,2.27585823,0.00197314
2015-09-17 10:45:00,0.0021,0.0021,0.00198799,0.00198799,1112.6117227,2.26466725,0.00203545
2015-09-17 10:50:00,0.00254896,0.00254896,0.0021,0.0021,1305.77900891,3.00161534,0.00229871
2015-09-17 10:55:00,0.0021,0.00254788,0.0021,0.0021,305.93439535,0.64694103,0.00211463
2015-09-17 11:00:00,0.0021,0.0021,0.0021,0.0021,0.0,0.0,0.0021
2015-09-17 11:05:00,0.0021,0.00215,0.0021,0.00215,1738.28843871,3.6758892,0.00211466
2015-09-17 11:10:00,0.0021,0.0021,0.00160001,0.0019,275.60896208,0.5331067,0.00193428
2015-09-17 11:15:00,0.00223974,0.00223974,0.00223233,0.00223974,42.236106,0.09453129,0.00223816
2015-09-17 11:20:00,0.00223974,0.00223974,0.00223974,0.00223974,0.0,0.0,0.00223974
2015-09-17 11:25:00,0.00180011,0.00180011,0.00180011,0.00180011,50.97693741,0.09176409,0.00180011
2015-09-17 11:30:00,0.00180011,0.00180011,0.00180011,0.00180011,0.0,0.0,0.00180011
2015-09-17 11:35:00,0.00180011,0.00180011,0.00180011,0.00180011,0.0,0.0,0.00180011
2015-09-17 11:40:00,0.0018,0.00180122,0.0018,0.0018012,452.85426114,0.81552149,0.00180084
2015-09-17 11:45:00,0.00209899,0.00209899,0.00209899,0.00209899,2.76491551,0.00580353,0.00209899
2015-09-17 11:50:00,0.00209899,0.00209899,0.00209899,0.00209899,27.69356691,0.05812852,0.00209899
2015-09-17 11:55:00,0.00209899,0.00209899,0.00209899,0.00209899,0.0,0.0,0.00209899
2015-09-17 12:00:00,0.00209899,0.00209899,0.00209899,0.00209899,0.0,0.0,0.00209899
2015-09-17 12:05:00,0.00209899,0.00209899,0.00209899,0.00209899,0.0,0.0,0.00209899
2015-09-17 12:10:00,0.00209899,0.00209899,0.00209899,0.00209899,0.0,0.0,0.00209899
2015-09-17 12:15:00,0.00182019,0.00182019,0.00182019,0.00182019,1.99690141,0.00363473,0.00182019
2015-09-17 12:20:00,0.00186,0.00186,0.00186,0.00186,68.10716425,0.12667932,0.00186
2015-09-17 12:25:00,0.0019,0.00199999,0.0019,0.00199999,21.57055309,0.0417368,0.00193489
2015-09-17 12:30:00,0.0016515,0.0019987,0.0016515,0.0019,1401.51501206,2.50009746,0.00178385
2015-09-17 12:35:00,0.00166,0.00168,0.00166,0.00168,230.29921818,0.38610841,0.00167655
2015-09-17 12:40:00,0.00199998,0.00199998,0.0018201,0.0018201,51.69861349,0.09799979,0.00189559
2015-09-17 12:45:00,0.00199994,0.00199996,0.00199994,0.00199994,73.92016105,0.14783611,0.00199994
2015-09-17 12:50:00,0.00199994,0.00199994,0.00199994,0.00199994,0.0,0.0,0.00199994
2015-09-17 12:55:00,0.00199991,0.00199995,0.0018,0.00199995,270.70157162,0.51836038,0.00191487
2015-09-17 13:00:00,0.00199,0.00199991,0.00199,0.00199991,75.84216992,0.15111301,0.00199246
2015-09-17 13:05:00,0.00167002,0.00199991,0.00167002,0.0018,444.87958862,0.85646034,0.00192515
2015-09-17 13:10:00,0.00167091,0.00198999,0.00167037,0.00198999,81.81403469,0.13703227,0.00167492
2015-09-17 13:15:00,0.00167091,0.00167091,0.00167091,0.00167091,0.0,0.0,0.00167091
2015-09-17 13:20:00,0.00167323,0.00167323,0.00167323,0.00167323,5.03432891,0.00842359,0.00167323
2015-09-17 13:25:00,0.00167328,0.00167328,0.00166001,0.00167325,748.18303322,1.2449496,0.00166396
2015-09-17 13:30:00,0.00166002,0.00171002,0.00166002,0.00171002,49.17480151,0.08163519,0.0016601
2015-09-17 13:35:00,0.00166001,0.00171002,0.00166001,0.00171001,40.46971422,0.06733328,0.00166379
2015-09-17 13:40:00,0.00189,0.00189,0.0018,0.0018,360.29878934,0.66432564,0.00184381
2015-09-17 13:45:00,0.00166049,0.0016605,0.00166049,0.00166049,50.31477104,0.08354763,0.00166049
2015-09-17 13:50:00,0.00166049,0.00166049,0.00166049,0.00166049,0.0,0.0,0.00166049
2015-09-17 13:55:00,0.00170302,0.00188987,0.0017001,0.00188987,41.37313823,0.0747586,0.00180693
2015-09-17 14:00:00,0.00170302,0.00170302,0.00170302,0.00170302,0.0,0.0,0.00170302
2015-09-17 14:05:00,0.00170302,0.00170302,0.00170302,0.00170302,0.0,0.0,0.00170302
2015-09-17 14:10:00,0.00170302,0.00170302,0.00170302,0.00170302,0.0,0.0,0.00170302
2015-09-17 14:15:00,0.00184911,0.00184911,0.00184911,0.00184911,22.90261087,0.04234944,0.00184911
2015-09-17 14:20:00,0.00169,0.00179991,0.00169,0.00169,321.05967529,0.54825394,0.00170763
2015-09-17 14:25:00,0.00174994,0.00189,0.001705,0.001705,273.94262844,0.50487957,0.00184301
2015-09-17 14:30:00,0.00197399,0.00197399,0.00189,0.00197398,86.39358117,0.16665175,0.00192898
2015-09-17 14:35:00,0.0018,0.00180001,0.0018,0.0018,150.0,0.27000096,0.0018
2015-09-17 14:40:00,0.0018,0.0018,0.0018,0.0018,9.059056,0.0163063,0.0018
2015-09-17 14:45:00,0.00170552,0.00170555,0.00170552,0.00170555,22.06003757,0.03762412,0.00170553
2015-09-17 14:50:00,0.00170552,0.00170552,0.00170552,0.00170552,0.0,0.0,0.00170552
2015-09-17 14:55:00,0.00167,0.00170551,0.00167,0.00170551,1063.30543378,1.79381432,0.00168701
2015-09-17 15:00:00,0.00167,0.00167,0.00167,0.00167,493.0679306,0.82342344,0.00167
2015-09-17 15:05:00,0.00166001,0.00166011,0.00166001,0.00166001,105.29377831,0.17478873,0.00166001
2015-09-17 15:10:00,0.00166001,0.00166001,0.00166001,0.00166001,0.0,0.0,0.00166001
2015-09-17 15:15:00,0.00160004,0.00165103,0.00160004,0.00165103,31.18265866,0.04989658,0.00160013
2015-09-17 15:20:00,0.00160004,0.00160004,0.00160004,0.00160004,4.44,0.00710417,0.00160004
2015-09-17 15:25:00,0.00160004,0.00160004,0.00160004,0.00160004,0.0,0.0,0.00160004
2015-09-17 15:30:00,0.00175,0.00186996,0.00160002,0.00168969,673.9199521,1.15000279,0.00170643
2015-09-17 15:35:00,0.00175,0.00175,0.00175,0.00175,37.82612,0.06619571,0.00175
2015-09-17 15:40:00,0.00186498,0.00186498,0.0018,0.00186498,69.51983187,0.12836001,0.00184637
2015-09-17 15:45:00,0.00186498,0.00186498,0.00186498,0.00186498,0.0,0.0,0.00186498
2015-09-17 15:50:00,0.0018,0.0018,0.0018,0.0018,0.40114444,0.00072205,0.0018
2015-09-17 15:55:00,0.0018,0.0018,0.0018,0.0018,0.0,0.0,0.0018
2015-09-17 16:00:00,0.00161267,0.00161267,0.00161267,0.00161267,10.29847697,0.01660804,0.00161267
2015-09-17 16:05:00,0.00165001,0.00181,0.00163,0.00179999,120.24457782,0.20274848,0.00168613
2015-09-17 16:10:00,0.00179998,0.00179998,0.00179998,0.00179998,3.02424243,0.00544357,0.00179998
2015-09-17 16:15:00,0.00163,0.00163,0.00162,0.00162,24.993389,0.04053936,0.001622
2015-09-17 16:20:00,0.00163,0.00163,0.00163,0.00163,0.0,0.0,0.00163
2015-09-17 16:25:00,0.00161237,0.00163001,0.00161237,0.00161237,597.60479043,0.96370022,0.0016126
2015-09-17 16:30:00,0.00162,0.00162,0.00162,0.00162,99.99894999,0.16199829,0.00162
2015-09-17 16:35:00,0.00170998,0.00170998,0.00162,0.00162,179.43485161,0.30445433,0.00169674
2015-09-17 16:40:00,0.0016123,0.00163,0.0016123,0.0016123,938.23414266,1.51609744,0.0016159
2015-09-17 16:45:00,0.0016123,0.0016123,0.0016123,0.0016123,0.0,0.0,0.0016123
2015-09-17 16:50:00,0.00161212,0.00161212,0.00161212,0.00161212,62.5,0.1007575,0.00161212
2015-09-17 16:55:00,0.00161212,0.00161212,0.00161212,0.00161212,0.0,0.0,0.00161212
2015-09-17 17:00:00,0.00161212,0.00161212,0.00161212,0.00161212,0.0,0.0,0.00161212
2015-09-17 17:05:00,0.0016121,0.00161212,0.0016121,0.0016121,20.22275035,0.03260113,0.0016121
